"classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","commodity_code","commodity","qty_unit_code","qty_unit","qty","netweight_kg","trade_value_usd","flag"
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,0,7019105764,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,0,360840614,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,0,169921252,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,0,148193039,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,0,155592985,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"99",Commodities not specified according to kind,0,,,0,7247881849,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,199823107,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1649313616,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,,87989453,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,,366369976,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,957988097,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,,3535618086,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,50380203,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,142312185,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,,1256804452,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,,67244523,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,1247640490,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,28477136,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,,23448941,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,,24746624,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,,237173246,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,,229657335,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,3576541351,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,232613573,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,38784413,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,742023548,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,686668373,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0,,,,4734779831,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,,3506563380,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0,,,,873309440,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0,,,,29958153520,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0,,,,27724320272,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0,,,,164603984,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"89","Ships, boats and floating structures",0,,,,179374059,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0,,,,7169296353,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"91",Clocks and watches and parts thereof,0,,,,422226833,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"92",Musical instruments; parts and accessories of such articles,0,,,,121018916,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"93",Arms and ammunition; parts and accessories thereof,0,,,,248957049,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"95","Toys, games and sports requisites; parts and accessories thereof",0,,,,2830514094,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"96",Miscellaneous manufactured articles,0,,,,560750649,0
HS,2017,201707,July 2017,2,0,1,Imports,842,United States of America,,0,World,,"97",Works of art; collectors' pieces and antiques,0,,,,711167834,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",0,,,,1007508612,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"64",Footwear; gaiters and the like; parts of such articles,0,,,,1836025459,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"65",Headgear and parts thereof,0,,,,149348877,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",0,,,,504118662,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",0,,,,155373880,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",0,,,,70110912,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"70",Glass and glassware,0,,,,537926798,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"69",Ceramic products,0,,,,466348045,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"72",Iron and steel,0,,,,2943546351,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",0,,,,4804483284,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"73",Iron or steel articles,0,,,,3449915286,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"74",Copper and articles thereof,0,,,,910993377,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"80",Tin; articles thereof,0,,,,56277807,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"79",Zinc and articles thereof,0,,,,148081953,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"78",Lead and articles thereof,0,,,,57127467,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"76",Aluminium and articles thereof,0,,,,1391142966,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"75",Nickel and articles thereof,0,,,,296642749,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"81","Metals; n.e.s., cermets and articles thereof",0,,,,263155767,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"83",Metal; miscellaneous products of base metal,0,,,,830400840,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,,345449008,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,,1634969234,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,,212077347,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,,275895101,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,,146603975,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",0,,,,743363242,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",0,,,,26623931688,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",0,,,,19860087407,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",0,,,,172630111,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,,4336502161,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,,4874768441,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,,763010288,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,,983325117,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,,343932060,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,,958571216,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,147582369,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,72661885,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,,197240166,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,,233305782,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,,3886003301,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,,2668469498,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,,62299272,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,989499099,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,,1092990599,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"43",Furskins and artificial fur; manufactures thereof,0,,,,55797611,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"48","Paper and paperboard; articles of paper pulp, of paper or paperboard",0,,,,1252262752,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,,21444864,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,,40548461,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,283801062,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"50",Silk,0,,,,14709797,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",0,,,,367015737,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"52",Cotton,0,,,,106134543,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"51","Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,,,,26229294,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"53",Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,,,,18807077,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"54",Man-made filaments,0,,,,210171186,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"55",Man-made staple fibres,0,,,,173169739,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",0,,,,157501459,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"60",Fabrics; knitted or crocheted,0,,,,101938770,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",0,,,,192536805,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",0,,,,58221238,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"57",Carpets and other textile floor coverings,0,,,,169220598,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"61",Apparel and clothing accessories; knitted or crocheted,0,,,,2984795685,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"62",Apparel and clothing accessories; not knitted or crocheted,0,,,,2900435300,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",0,,,,23092658849,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"88","Aircraft, spacecraft and parts thereof",0,,,,1707942866,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",0,,,,5689852956,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"89","Ships, boats and floating structures",0,,,,119121783,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"92",Musical instruments; parts and accessories of such articles,0,,,,89647560,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"91",Clocks and watches and parts thereof,0,,,,386750562,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"93",Arms and ammunition; parts and accessories thereof,0,,,,239463386,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"96",Miscellaneous manufactured articles,0,,,,439777532,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"95","Toys, games and sports requisites; parts and accessories thereof",0,,,,1739314237,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.s.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",0,,,,4022903267,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"99",Commodities not specified according to kind,0,,,,5448460299,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"97",Works of art; collectors' pieces and antiques,0,,,,903774619,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,256096057,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,,515983781,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1072568990,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,163304362,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,,696168478,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,181227161,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,,77483336,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,355710405,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,,447882210,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,,333738011,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,406956378,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,590580231,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,,297367197,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,1244929103,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,,39786530056,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,510888449,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,5966041,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,,384196631,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,193716680,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,107666212,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,1070346820,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,,662578894,0
HS,2012,201204,April 2012,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,,340623830,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"01",Animals; live,0,,,,156575758,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"02",Meat and edible meat offal,0,,,,469400447,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"03","Fish and crustaceans, molluscs and other aquatic invertebrates",0,,,,1349473767,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",0,,,,191116910,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"05",Animal originated products; not elsewhere specified or included,0,,,,89527411,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",0,,,,135190355,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"07",Vegetables and certain roots and tubers; edible,0,,,,577712090,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"08","Fruit and nuts, edible; peel of citrus fruit or melons",0,,,,858286628,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"09","Coffee, tea, mate and spices",0,,,,597630478,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"10",Cereals,0,,,,290908388,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"11","Products of the milling industry; malt, starches, inulin, wheat gluten",0,,,,136032591,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",0,,,,190039259,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"13","Lac; gums, resins and other vegetable saps and extracts",0,,,,276084268,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"15",Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,0,,,,504280949,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"14",Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,,,,7067915,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",0,,,,435721075,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"17",Sugars and sugar confectionery,0,,,,395923942,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"18",Cocoa and cocoa preparations,0,,,,308261800,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"19","Preparations of cereals, flour, starch or milk; pastrycooks' products",0,,,,480648501,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"20","Preparations of vegetables, fruit, nuts or other parts of plants",0,,,,595453726,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"21",Miscellaneous edible preparations,0,,,,351264299,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"22","Beverages, spirits and vinegar",0,,,,1901597046,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"23","Food industries, residues and wastes thereof; prepared animal fodder",0,,,,230719524,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"24",Tobacco and manufactured tobacco substitutes,0,,,,224213009,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"25","Salt; sulphur; earths, stone; plastering materials, lime and cement",0,,,,310593722,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"26","Ores, slag and ash",0,,,,239574706,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",0,,,,34052612782,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",0,,,,1348048778,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"29",Organic chemicals,0,,,,4310566197,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"30",Pharmaceutical products,0,,,,4756508401,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"31",Fertilizers,0,,,,497632349,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",0,,,,327252781,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",0,,,,985816902,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster",0,,,,277707602,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"35",Albuminoidal substances; modified starches; glues; enzymes,0,,,,201959349,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"38",Chemical products n.e.s.,0,,,,992981670,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"37",Photographic or cinematographic goods,0,,,,132290375,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"36",Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,0,,,,36934213,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"39",Plastics and articles thereof,0,,,,3962602201,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"40",Rubber and articles thereof,0,,,,2480364866,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",0,,,,1201907115,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"41",Raw hides and skins (other than furskins) and leather,0,,,,62502861,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"47",Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,0,,,,373353768,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",0,,,,49713389,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"45",Cork and articles of cork,0,,,,22774498,0
HS,2013,201308,August 2013,2,0,1,Imports,842,United States of America,,0,World,,"44",Wood and articles of wood; wood charcoal,0,,,,1400684782,0
